claim,claim_norm,label,justification,Informativeness,Logicality,Objectivity,Readability,Accuracy,OverallScore
"Greenergy boasts a robust and diverse global supply chain, ensuring that the company can always source waste-derived feedstock, making it a leader in sustainability.","greenergy boasts a robust and diverse global supply chain, ensuring that the company can always source waste-derived feedstock, making it a leader in sustainability.",not_greenwashing,"The provided context demonstrates Greenergy actively reports on and tracks various sustainability KPIs, including carbon savings, renewable energy consumption, and greenhouse gas emissions reductions. While the claim about a ""robust and diverse global supply chain"" is broad, the documented evidence of sustainability efforts supports the assertion that Greenergy is a leader in sustainability within its industry. The company demonstrates a commitment to sourcing waste-derived feedstock through its reported KPIs related to renewable energy and emissions reductions.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy's robust and diverse global supply chain includes detailed metrics and partnerships that ensure reliable access to waste-derived feedstock, reducing the risk of supply disruptions.","greenergy's robust and diverse global supply chain includes detailed metrics and partnerships that ensure reliable access to waste-derived feedstock, reducing the risk of supply disruptions.",abstain,"The provided context details Greenergy's sustainability metrics and targets, including greenhouse gas emissions, waste generation, and renewable energy consumption. However, it does not provide any information to verify or refute the claim about their supply chain for waste-derived feedstock. The context does not mention the specifics of their supply chain, metrics used, or partnerships in place to ensure reliability and reduce disruption risk. Therefore, I cannot determine if the claim is factually accurate or misleading.",1.0,1.0,1.0,1.0,1.0,1.0
** Greenergy is committed to providing eco-friendly road fuels to help clients meet their GHG reduction targets.,** greenergy is committed to providing eco-friendly road fuels to help clients meet their ghg reduction targets.,not_greenwashing,"The provided context demonstrates that Greenergy reports several key performance indicators (KPIs) related to GHG emissions reduction, including reductions in total Scope 1 + Scope 2 emissions, GHG emissions per unit of activity, and CO2e savings from biofuels. These reported metrics indicate concrete efforts to reduce their environmental impact, supporting the claim that they are committed to providing eco-friendly road fuels to help clients meet their GHG reduction targets.",5.0,5.0,5.0,5.0,5.0,5.0
"** Greenergy is expanding its low-carbon road fuel product offering to help commercial clients achieve their GHG reduction targets, aligning with upcoming EU and UK legislation on sustainable aviation fuels (SAF).","** greenergy is expanding its low-carbon road fuel product offering to help commercial clients achieve their ghg reduction targets, aligning with upcoming eu and uk legislation on sustainable aviation fuels (saf).",not_greenwashing,"The provided context demonstrates that Greenergy is actively working to reduce GHG emissions and has set targets for future reductions. The company reports various KPIs related to carbon savings, GHG emission improvements, and overall emission reductions, with verifiable data from 2022 and targets extending to 2030 and 2035. The claim that Greenergy is expanding its low-carbon fuel offerings to help clients meet GHG reduction targets aligns with their demonstrated commitment and reported progress in this area, and is further supported by upcoming EU and UK legislation on SAF.",5.0,5.0,5.0,5.0,5.0,5.0
** Greenergy is developing a range of sustainable products that support decarbonization and environmental targets.,** greenergy is developing a range of sustainable products that support decarbonization and environmental targets.,not_greenwashing,"The provided context demonstrates that Greenergy is actively working towards decarbonization and environmental targets. The company reports on various KPIs related to carbon savings, greenhouse gas emissions reduction (both achieved and targets), and sustainability initiatives. These are supported by quantifiable data (percentages, tonnes of CO2e, GBP amounts) and source documents (e.g., ""greenergy_2022.pdf""). The claim that Greenergy is developing sustainable products to support these targets is therefore factually accurate based on the provided evidence.",5.0,5.0,5.0,5.0,5.0,5.0
"** Greenergy is developing low-carbon and circular economy products such as tyre pyrolysis and plastic pyrolysis, which will support decarbonization and other environmental targets.","** greenergy is developing low-carbon and circular economy products such as tyre pyrolysis and plastic pyrolysis, which will support decarbonization and other environmental targets.",not_greenwashing,"The provided context demonstrates that Greenergy is actively working towards decarbonization and environmental targets, as evidenced by reported carbon savings from biofuels (79.8% in 2022) and targets for reducing Scope 1 + Scope 2 greenhouse gas emissions (50% reduction by 2030). The company reports various KPIs related to emissions reduction, supporting the claim that they are developing low-carbon products and contributing to environmental goals.",5.0,5.0,5.0,5.0,5.0,5.0
Greenergy is committed to delivering sustainable solutions for transportation through the energy transition.,greenergy is committed to delivering sustainable solutions for transportation through the energy transition.,not_greenwashing,"The provided context demonstrates that Greenergy reports on several KPIs related to sustainability, including carbon savings from biofuels (79.8% in 2022), targets for reducing greenhouse gas emissions (50% reduction by 2030), and a high level of employee perception of sustainability as a core strategy (85% in 2022). These reported metrics and targets support the claim that Greenergy is committed to delivering sustainable solutions for transportation through the energy transition.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy is committed to delivering sustainable solutions for transportation through the energy transition, aiming to reduce carbon emissions by 50% by 2030.","greenergy is committed to delivering sustainable solutions for transportation through the energy transition, aiming to reduce carbon emissions by 50% by 2030.",not_greenwashing,"The provided context includes a KPIObservation (KPIObservation ID: 105492d14b3ae3df) stating that Greenergy has a target to reduce Total Scope 1 + Scope 2 greenhouse-gas emissions by 50% by 2030. This directly supports the claim that ""Greenergy is committed to delivering sustainable solutions for transportation through the energy transition, aiming to reduce carbon emissions by 50% by 2030.",5.0,5.0,5.0,5.0,5.0,5.0
Greenergy seeks to diversify its products and services to support the low-carbon transition and circular economy ambitions.,greenergy seeks to diversify its products and services to support the low-carbon transition and circular economy ambitions.,not_greenwashing,"The provided context demonstrates that Greenergy is actively working towards low-carbon transition and circular economy ambitions. The company reports various KPIs related to carbon savings, greenhouse gas emission reductions, and employee perception of sustainability, with quantifiable targets and achievements. This indicates genuine efforts rather than misleading claims.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy seeks to diversify its products and services to support the low-carbon transition and circular economy ambitions, as evidenced by a recent third-party audit that confirmed a 30% reduction in carbon emissions from new renewable products.","greenergy seeks to diversify its products and services to support the low-carbon transition and circular economy ambitions, as evidenced by a recent third-party audit that confirmed a 30% reduction in carbon emissions from new renewable products.",not_greenwashing,"The provided context confirms Greenergy has achieved reductions in carbon emissions. Specifically, KPIObservation nodes indicate a 79.8% carbon saving from biofuels in 2022 (node 0c0659b5ec7a9a17) and a 13.7% reduction in total Scope 1 + Scope 2 greenhouse gas emissions compared to a 2020 baseline (node 501094099530d390). The claim of a 30% reduction in carbon emissions from new renewable products is plausible given these reported reductions, and is supported by the data.",5.0,5.0,5.0,5.0,5.0,5.0
Greenergy ensures the resilience of its strategy under the climate transition.,greenergy ensures the resilience of its strategy under the climate transition.,not_greenwashing,"The provided context demonstrates that Greenergy is actively setting targets and achieving reductions in greenhouse gas emissions (Scope 1 & 2). They have targets for 2030 and 2035, and have already achieved reductions as of 2022. Additionally, employee perception of sustainability is high (85%). This indicates a genuine effort towards sustainability and resilience in the face of climate transition, supporting the claim.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy is committed to carbon neutral operations by 2035, with a 50% reduction by 2030 against a 2020 baseline.","greenergy is committed to carbon neutral operations by 2035, with a 50% reduction by 2030 against a 2020 baseline.",not_greenwashing,"The provided context includes multiple KPIObservation nodes that directly support Greenergy's claim. Specifically, there are target KPIs for a 50% reduction in Scope 1 + Scope 2 greenhouse gas emissions by 2030 (against a 2020 baseline) and achieving carbon neutral operations by 2035. Additionally, the context shows achieved reductions in greenhouse gas emissions in 2022, demonstrating progress towards these targets.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy is committed to achieving carbon neutrality by 2035, a goal that will be met through unspecified and unverified methods.","greenergy is committed to achieving carbon neutrality by 2035, a goal that will be met through unspecified and unverified methods.",abstain,"The claim states Greenergy aims for carbon neutrality by 2035 using ""unspecified and unverified methods."" While the context provides data on Greenergy's Scope 1 & 2 emissions reductions and targets, it does not detail *how* they intend to achieve carbon neutrality. The lack of specifics prevents verification of the claim's accuracy or identification of potential greenwashing. The provided data demonstrates efforts to reduce emissions, but doesn't confirm a path to full neutrality.",3.0,4.0,4.0,4.0,4.0,3.8
Greenergy is leading the way in renewable fuels by increasing the market for these fuels.,greenergy is leading the way in renewable fuels by increasing the market for these fuels.,not_greenwashing,"The provided context demonstrates that Greenergy is actively working to increase its use of renewable fuels and reduce its greenhouse gas emissions. The company reports several KPIs related to renewable energy consumption and carbon savings, with specific targets and achievements documented. This supports the claim that Greenergy is ""leading the way"" in renewable fuels through concrete actions and measurable results.",5.0,5.0,5.0,5.0,5.0,5.0
Greenergy is expanding its market for renewable fuels in response to increasing mandates for renewable fuels.,greenergy is expanding its market for renewable fuels in response to increasing mandates for renewable fuels.,not_greenwashing,"The provided context demonstrates that Greenergy is actively working to increase its use of renewable fuels and reduce its greenhouse gas emissions. The company reports several KPIs related to renewable energy consumption and emissions reduction, including targets for 2025 and 2030. The claim that Greenergy is expanding its market for renewable fuels in response to increasing mandates aligns with its reported efforts to increase renewable energy use and reduce its carbon footprint.",5.0,5.0,5.0,5.0,5.0,5.0
Greenergy's Next Gen projects are making significant strides in producing development fuels under the RTFO.,greenergy's next gen projects are making significant strides in producing development fuels under the rtfo.,not_greenwashing,"The provided context demonstrates that Greenergy is actively tracking and reporting on various ESG KPIs, including carbon savings from biofuels, greenhouse gas emission reductions, and renewable energy consumption. These are concrete steps towards sustainability, and the company is transparently reporting its progress. The claim that ""Greenergy's Next Gen projects are making significant strides in producing development fuels under the RTFO"" is supported by the data showing carbon savings and emission reductions.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy's Next Gen projects are enabling the company to produce development fuels under the RTFO, thereby contributing to sustainability goals.","greenergy's next gen projects are enabling the company to produce development fuels under the rtfo, thereby contributing to sustainability goals.",not_greenwashing,"The provided context demonstrates that Greenergy is actively tracking and reporting on various sustainability KPIs, including carbon savings from biofuels, greenhouse gas emission reductions, and renewable energy consumption. These efforts are documented with specific data points and targets, indicating genuine engagement with sustainability goals. The claim that ""Next Gen projects are enabling the company to produce development fuels under the RTFO, thereby contributing to sustainability goals"" is supported by the evidence of reported carbon savings and emission reductions.",5.0,5.0,5.0,5.0,5.0,5.0
Greenergy is developing low carbon/circular economy products to diversify revenue and reduce carbon intensity.,greenergy is developing low carbon/circular economy products to diversify revenue and reduce carbon intensity.,not_greenwashing,"The provided context demonstrates that Greenergy is actively working to reduce its carbon intensity and develop low-carbon products. The company reports carbon savings from biofuels (79.8% in 2022), has a target to reduce Scope 1 + Scope 2 greenhouse gas emissions by 50% by 2030, and reports a reduction in total emissions. These actions support the claim that Greenergy is developing low carbon/circular economy products to diversify revenue and reduce carbon intensity.",5.0,5.0,5.0,5.0,5.0,5.0
Greenergy is developing eco-friendly products to diversify revenue and reduce carbon intensity.,greenergy is developing eco-friendly products to diversify revenue and reduce carbon intensity.,not_greenwashing,"The provided context demonstrates that Greenergy is actively working to reduce its carbon intensity and is reporting on its progress. Specifically, the company reports carbon savings from biofuels (79.8% in 2022) and has set targets for reducing Scope 1 + Scope 2 greenhouse gas emissions by 50% by 2030. These are verifiable actions and targets, supporting the claim that Greenergy is developing eco-friendly products to reduce carbon intensity.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy is implementing green steam, electric supply, and carbon capture systems to significantly reduce carbon emissions.","greenergy is implementing green steam, electric supply, and carbon capture systems to significantly reduce carbon emissions.",not_greenwashing,"The provided context demonstrates that Greenergy is actively working to reduce carbon emissions, with documented achievements in carbon savings from biofuels (79.8% in 2022) and reductions in GHG emissions (13.7% improvement above standard diesel in 2022). They also have set targets for further reductions in Scope 1 & 2 emissions by 2030 and 2035. The claim that they are implementing systems to reduce emissions is supported by these reported KPIs.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy's Next Generation project pipeline includes specific initiatives such as investing in wind farms and developing advanced recycling technologies, with clear targets for reducing emissions and waste.","greenergy's next generation project pipeline includes specific initiatives such as investing in wind farms and developing advanced recycling technologies, with clear targets for reducing emissions and waste.",not_greenwashing,"The provided context demonstrates that Greenergy has specific initiatives (investing in wind farms, developing recycling technologies) and measurable targets for reducing emissions and waste. The knowledge graph details several KPIObservations showing both achieved reductions and future targets related to greenhouse gas emissions, renewable energy adoption, and employee sustainability perception. This supports the claim that Greenergy is actively working towards sustainability goals.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy is leading the way in carbon neutrality, ensuring a sustainable future for all.","greenergy is leading the way in carbon neutrality, ensuring a sustainable future for all.",greenwashing,"The claim that ""Greenergy is leading the way in carbon neutrality, ensuring a sustainable future for all"" is a broad and unqualified statement. While Greenergy reports carbon savings from biofuels (79.8% in 2022) and has targets for reducing Scope 1 + Scope 2 greenhouse gas emissions (50% reduction by 2030, and further reductions by 2035), the provided context demonstrates that they still *have* significant emissions (e.g., 48,612,095 tonnes CO2e in 2022). The claim implies complete carbon neutrality, which is not supported by the data. They are taking steps towards reducing emissions, but are not currently carbon neutral.",3.0,4.0,4.0,4.0,5.0,4.0
Greenergy is committed to expanding its low-carbon road fuel product offering to help clients meet their GHG reduction targets.,greenergy is committed to expanding its low-carbon road fuel product offering to help clients meet their ghg reduction targets.,not_greenwashing,"The provided context demonstrates that Greenergy is actively working to reduce GHG emissions and expand its low-carbon fuel offerings. Multiple KPIObservation entries show achieved reductions in GHG emissions (e.g., 13.7% reduction in total Scope 1+2 emissions in 2022) and established targets for further reductions (e.g., 50% reduction by 2030). The company also reports significant carbon savings from biofuels (79.8% in 2022). These data points support the claim that Greenergy is committed to helping clients meet their GHG reduction targets.",5.0,5.0,5.0,5.0,5.0,5.0
Greenergy's low-carbon road fuel product offering is the key to achieving a sustainable future.,greenergy's low-carbon road fuel product offering is the key to achieving a sustainable future.,not_greenwashing,"The provided context demonstrates that Greenergy is actively working to reduce its environmental impact and has reported significant achievements in carbon savings and GHG emission reductions. Specifically, the company achieved 79.8% carbon savings from biofuels in 2022 and a 13% GHG emission improvement above standard diesel. They also have targets for further reductions by 2030. While the claim is broad, the supporting data indicates Greenergy is making substantial efforts towards sustainability, and the claim isn't demonstrably false based on the provided information.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy is developing low carbon and circular economy products such as tyre pyrolysis, plastic pyrolysis, and hydrogen to support decarbonization and other environmental targets.","greenergy is developing low carbon and circular economy products such as tyre pyrolysis, plastic pyrolysis, and hydrogen to support decarbonization and other environmental targets.",not_greenwashing,"The provided context demonstrates that Greenergy is actively working to reduce its environmental impact and supports decarbonization efforts. The company reports on various KPIs related to greenhouse gas emissions reductions and carbon savings from biofuels, with verifiable data points and targets. While the claim is broad, the supporting evidence indicates genuine efforts towards low carbon and circular economy products.",5.0,5.0,5.0,5.0,5.0,5.0
Greenergy's circular economy products will solve the global waste problem.,greenergy's circular economy products will solve the global waste problem.,greenwashing,"The claim that ""Greenergy's circular economy products will solve the global waste problem"" is contradicted by the provided context. While Greenergy reports various positive ESG metrics (carbon savings, waste-derived biodiesel, renewable energy targets), these are incremental improvements and do not equate to *solving* the global waste problem. The data shows waste is still generated (43883 metric tonnes in 2022) and focuses on mitigating impacts rather than complete resolution. The claim is an overstatement and lacks factual basis given the scale of the global waste issue and the company's reported activities.",3.0,4.0,4.0,4.0,5.0,4.0
Greenergy has implemented flood defenses at Immingham to enhance site resilience against extreme weather events.,greenergy has implemented flood defenses at immingham to enhance site resilience against extreme weather events.,not_greenwashing,"The provided context details various KPIs reported by Greenergy, including reductions in greenhouse gas emissions, increased safety training, and charitable donations. While the claim focuses on ""flood defenses,"" the context doesn't directly address this. However, implementing flood defenses to enhance site resilience *is* a legitimate and reasonable action for a company to take to protect its operations and demonstrates proactive risk management, and is not inherently misleading. Without evidence to the contrary, the claim is considered factually accurate.",5.0,5.0,5.0,5.0,5.0,5.0
Greenergy invests in adaptation measures to increase resilience of operations to extreme weather.,greenergy invests in adaptation measures to increase resilience of operations to extreme weather.,not_greenwashing,"The provided context demonstrates that Greenergy is actively working to reduce its greenhouse gas emissions and has set targets for future reductions. While the claim is broad (""invests in adaptation measures""), the numerous KPIObservation entries detailing reductions in Scope 1 & 2 emissions, and targets for further reductions, support the idea that Greenergy is taking steps to increase resilience to extreme weather events (which are a consequence of climate change).",5.0,5.0,5.0,5.0,5.0,5.0
Greenergy's operations are now eco-friendly due to investments in adaptation measures.,greenergy's operations are now eco-friendly due to investments in adaptation measures.,not_greenwashing,"The provided context demonstrates that Greenergy is actively working towards environmental goals, as evidenced by reported carbon savings from biofuels (79.8% in 2022), targets for reducing greenhouse gas emissions (50% reduction by 2030), and investments in renewable energy sources. These are quantifiable achievements and targets, supporting the claim that their operations are becoming more eco-friendly due to adaptation measures.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy's climate adaptation measures make the company resilient to climate hazards, implying that the company is fully sustainable.","greenergy's climate adaptation measures make the company resilient to climate hazards, implying that the company is fully sustainable.",greenwashing,"The claim states Greenergy is ""fully sustainable"" because of its climate adaptation measures. However, the provided context details numerous KPIs related to *reducing* greenhouse gas emissions (Scope 1 & 2) with targets set for 2030 and 2035. This indicates the company is currently *not* fully sustainable and is actively working to *become* more sustainable. Framing adaptation measures as equivalent to full sustainability is a partial truth presented as a whole, misleadingly implying a current state of complete environmental responsibility.",5.0,5.0,5.0,5.0,5.0,5.0
Greenergy has implemented energy efficiency measures and switched to renewable or lower-carbon energy sources at its plants and terminals.,greenergy has implemented energy efficiency measures and switched to renewable or lower-carbon energy sources at its plants and terminals.,not_greenwashing,"The provided context demonstrates that Greenergy has undertaken concrete steps to improve energy efficiency and transition to renewable energy sources. Specifically, the company reports carbon savings from biofuels (79.8% in 2022), GHG emission improvements (13% above standard diesel), reductions in total Scope 1 + Scope 2 greenhouse gas emissions, and targets for increasing the share of renewable energy in its total consumption. These are verifiable actions, not merely marketing claims.",5.0,5.0,5.0,5.0,5.0,5.0
Greenergy is installing new boilers and cooling towers at Immingham to improve energy efficiency.,greenergy is installing new boilers and cooling towers at immingham to improve energy efficiency.,not_greenwashing,"The claim states Greenergy is improving energy efficiency by installing new boilers and cooling towers. While the provided context doesn't directly mention this specific installation, it *does* contain numerous KPIs demonstrating Greenergy's commitment to reducing emissions and increasing renewable energy usage (e.g., reductions in Scope 1 & 2 emissions, increased savings from biofuels). This suggests the stated action aligns with their broader sustainability efforts and is likely a genuine effort to improve energy efficiency.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy has invested in haulage trucks that can use B20 fuel, showcasing the company's commitment to reducing emissions.","greenergy has invested in haulage trucks that can use b20 fuel, showcasing the company's commitment to reducing emissions.",not_greenwashing,"The provided context demonstrates Greenergy is actively working to reduce emissions, reporting a 13% GHG emission improvement above standard B7 Diesel in 2022 (KPIObservation 0c989aeda1499c52) and has set targets to reduce total Scope 1 + Scope 2 greenhouse gas emissions by 50% by 2030 (KPIObservation 105492d14b3ae3df). Investing in haulage trucks capable of using B20 fuel aligns with these broader emission reduction efforts. While the claim doesn't provide specific details on the extent of the investment or the overall impact, it is a reasonable step towards reducing emissions and is supported by the company's reported performance.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy proudly claims to have invested in haulage trucks that can use B20 fuel, without providing any data on the actual reduction in emissions achieved.","greenergy proudly claims to have invested in haulage trucks that can use b20 fuel, without providing any data on the actual reduction in emissions achieved.",greenwashing,"The claim states Greenergy ""invested in haulage trucks that can use B20 fuel,"" but provides no data on actual emission reductions achieved. While investing in B20-compatible trucks is a step, the claim implies an environmental benefit without demonstrating it. The provided context shows Greenergy reports various GHG emissions data (Scope 1, Scope 2, carbon savings from biofuels, etc.), but doesn't link the B20 truck investment to any specific, measurable reduction in their reported emissions. Therefore, the claim presents a partial truth (investment in B20 trucks) as a whole benefit (environmental impact) without supporting evidence.",3.0,4.0,4.0,4.0,4.0,3.8
"Greenergy continued to progress the end-of-life tyre project, GTT, which is in front-end engineering design, aiming to produce development fuel diesel and recovered carbon black (rCB) from waste tyres.","greenergy continued to progress the end-of-life tyre project, gtt, which is in front-end engineering design, aiming to produce development fuel diesel and recovered carbon black (rcb) from waste tyres.",not_greenwashing,"The claim states Greenergy is progressing a project to produce fuel and recovered carbon black from waste tires. The provided context demonstrates Greenergy actively reports on and works towards reducing its greenhouse gas emissions and achieving sustainability targets, indicating a commitment to environmentally conscious projects. While the claim doesn't provide specific details on the project's current status or environmental impact, it aligns with Greenergy's broader sustainability efforts as evidenced by the numerous KPIObservation entries related to emissions reduction and carbon savings.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy claims that climate-related physical risks are effectively managed and mitigated as part of the Business Continuity principal risk, without providing any specific details or evidence.","greenergy claims that climate-related physical risks are effectively managed and mitigated as part of the business continuity principal risk, without providing any specific details or evidence.",greenwashing,"The claim states that climate-related physical risks are ""effectively managed and mitigated"" as part of the Business Continuity principal risk, but provides ""no specific details or evidence."" While Greenergy reports various KPIs related to greenhouse gas emissions (Scope 1 & 2), including targets for reduction, the provided context does not contain any information demonstrating how climate-related *physical* risks are specifically managed or mitigated within their Business Continuity plan. The lack of supporting evidence contradicts the claim of effective management and mitigation.",1.0,1.0,1.0,1.0,5.0,1.8
"Greenergy identifies climate-related physical risks as key drivers to the Business Continuity principal risk, indicating the company's awareness of these risks and the need for further detailed management and mitigation strategies.","greenergy identifies climate-related physical risks as key drivers to the business continuity principal risk, indicating the company's awareness of these risks and the need for further detailed management and mitigation strategies.",not_greenwashing,"The provided context demonstrates that Greenergy actively measures and reports on its Scope 1 and Scope 2 greenhouse gas emissions (KPIs), and has set reduction targets for these emissions. The statement that Greenergy ""identifies climate-related physical risks"" aligns with responsible business practice and proactive risk management, and is supported by the company's focus on emissions tracking and reduction. There is no evidence to suggest this claim is false or misleading.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy proudly claims to measure GHG emissions across all scopes, but fails to provide specific data or benchmarks for comparison, making it hard to verify the actual impact of their efforts.","greenergy proudly claims to measure ghg emissions across all scopes, but fails to provide specific data or benchmarks for comparison, making it hard to verify the actual impact of their efforts.",greenwashing,"The claim states Greenergy ""proudly claims to measure GHG emissions across all scopes, but fails to provide specific data or benchmarks for comparison."" However, the provided context demonstrates that Greenergy *does* provide specific data across all scopes (Scope 1, Scope 2, and activity-based metrics) and includes baseline years for comparison. This contradicts the claim that they fail to provide data, presenting an incomplete picture to suggest a lack of transparency where data is, in fact, available.",1.0,1.0,1.0,1.0,1.0,1.0
"Greenergy measures GHG emissions across scopes 1, 2, and 3, providing detailed intensity metrics such as CO2e per unit of production, CO2e per employee, and emissions by activity in various regions, ensuring transparency and accountability.","greenergy measures ghg emissions across scopes 1, 2, and 3, providing detailed intensity metrics such as co2e per unit of production, co2e per employee, and emissions by activity in various regions, ensuring transparency and accountability.",not_greenwashing,"The provided context demonstrates that Greenergy does measure GHG emissions across Scopes 1, 2, and 3, and reports detailed intensity metrics (CO2e per unit of production, CO2e per employee, and emissions by activity in various regions). This is supported by numerous KPIObservation entries detailing specific emissions data and metrics for 2022 and prior years. The claim is therefore factually accurate based on the provided evidence.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy proudly reports on its GHG emissions, showcasing its commitment to transparency and sustainability.","greenergy proudly reports on its ghg emissions, showcasing its commitment to transparency and sustainability.",not_greenwashing,"The provided context demonstrates that Greenergy publicly reports its GHG emissions with specific data points (e.g., tonnes CO2e per unit of activity, total Scope 1 + Scope 2 emissions) and associated data sources. This reporting of emissions data supports the claim that Greenergy is committed to transparency and sustainability, as transparency is a key component of sustainability reporting.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy aims to broaden the range of waste feedstocks used to create products that contribute to decarbonisation and a circular economy, with a commitment to set quantitative targets for circular ambitions in 2023.","greenergy aims to broaden the range of waste feedstocks used to create products that contribute to decarbonisation and a circular economy, with a commitment to set quantitative targets for circular ambitions in 2023.",not_greenwashing,"The claim states Greenergy aims to broaden waste feedstocks and set quantitative targets for circular ambitions in 2023. The provided context demonstrates Greenergy already reports on several KPIs related to decarbonization and circularity, including Scope 1 & 2 emissions reductions, renewable energy consumption, and waste generation. This indicates a pre-existing commitment to these areas, and the stated aim is a continuation of this work, not a misleading claim.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy claims to reduce emissions and energy/resource requirements by using waste-based biodiesel, but does not specify how much emissions are reduced or what the exact energy/resource savings are.","greenergy claims to reduce emissions and energy/resource requirements by using waste-based biodiesel, but does not specify how much emissions are reduced or what the exact energy/resource savings are.",greenwashing,"The claim states Greenergy ""reduces emissions and energy/resource requirements"" by using waste-based biodiesel, but does not provide specific data on the *amount* of reduction. While the provided context shows Greenergy *reports* various emissions reductions and carbon savings (e.g., 79.8% carbon savings from biofuels, 13.7% reduction in Scope 1+2 emissions), the original claim presents this as a general statement without quantifiable evidence. The lack of specific figures makes the claim misleading, as it implies a benefit without demonstrating its extent. It's a partial truth presented as a whole benefit.",3.0,4.0,4.0,4.0,5.0,4.0
"Greenergy states that since 2017, 100% of its biodiesel manufactured has come from waste, providing a clear and measurable commitment to reducing emissions and resource use.","greenergy states that since 2017, 100% of its biodiesel manufactured has come from waste, providing a clear and measurable commitment to reducing emissions and resource use.",not_greenwashing,"The provided context includes a KPIObservation with the node key ""1b7e989ad3bdf2e7"" which states that ""Biodiesel from Waste"" was 100% in 2017. This directly supports the claim that since 2017, 100% of Greenergy's biodiesel manufactured has come from waste.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy claims that waste-based biofuels deliver the greatest carbon benefit due to lower land use impact and not competing with food chains, without providing evidence or third-party verification.","greenergy claims that waste-based biofuels deliver the greatest carbon benefit due to lower land use impact and not competing with food chains, without providing evidence or third-party verification.",greenwashing,"The claim states that waste-based biofuels ""deliver the greatest carbon benefit...without providing evidence or third-party verification."" While Greenergy reports various carbon savings and waste-based biofuel percentages (e.g., 100% Biodiesel from Waste in 2017, 79.8% carbon savings from biofuels in 2022), the claim itself lacks substantiation. Simply *claiming* the ""greatest carbon benefit"" without supporting data or independent verification constitutes misleading information. The provided context shows Greenergy *reports* data, but the claim implies a definitive, unproven superiority.",3.0,2.0,3.0,4.0,5.0,3.4
"Greenergy cites third-party studies and reports that confirm the lower land use impact and non-competition with food chains of waste-based biofuels, supporting the claim of greater carbon benefits.","greenergy cites third-party studies and reports that confirm the lower land use impact and non-competition with food chains of waste-based biofuels, supporting the claim of greater carbon benefits.",not_greenwashing,"The provided context demonstrates that Greenergy supports its claim of greater carbon benefits from waste-based biofuels with third-party studies and reports. Furthermore, the company reports various KPIs related to carbon savings, renewable energy usage, and emissions reductions, with quantifiable data and source citations. This evidence supports the claim's validity.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy expands the purchase of used cooking oils from around the world as raw materials for biodiesel manufacturing operations, adhering to the International Sustainability and Carbon Certification (ISCC) standards, which provides a clear and robust framework for sustainability.","greenergy expands the purchase of used cooking oils from around the world as raw materials for biodiesel manufacturing operations, adhering to the international sustainability and carbon certification (iscc) standards, which provides a clear and robust framework for sustainability.",not_greenwashing,"The claim states that Greenergy expands the purchase of used cooking oils for biodiesel production, adhering to ISCC standards. The provided context confirms Greenergy reports various KPIs related to carbon savings, GHG emission reductions, and the use of waste materials in biodiesel production. While the context doesn't *explicitly* state the expansion of used cooking oil purchases, it demonstrates a commitment to sustainable practices and adherence to relevant standards (ISCC) through reported data. Therefore, the claim is consistent with the company's reported actions and is factually accurate based on the available information.",5.0,5.0,5.0,5.0,5.0,5.0
"Greenergy sources waste oils from countries where comparable biofuel incentives do not exist, presenting this as a voluntary sustainability initiative without mentioning that it is a response to the lack of incentives in those countries.","greenergy sources waste oils from countries where comparable biofuel incentives do not exist, presenting this as a voluntary sustainability initiative without mentioning that it is a response to the lack of incentives in those countries.",greenwashing,"The claim states Greenergy ""presents [sourcing waste oils from countries without biofuel incentives] as a voluntary sustainability initiative."" However, the context implies this practice is a response to economic factors (lack of incentives in other countries) rather than a proactive, voluntary commitment to sustainability. It's a business decision driven by external conditions, not a freely chosen sustainable practice. Therefore, presenting it as voluntary is misleading.",5.0,5.0,5.0,5.0,5.0,5.0
